basisofrecord,country,stateprovince,seq,institutioncode,collectioncode,catalognumber,scientificname,yearcollected,monthcollected,daycollected,collector,collectornumber,fieldnumber,county,locality,longitude,latitude,notes
PreservedSpecimen,Brasil,Santa Catarina,3016,FURB,CRI,1625,Rhipsalis platycarpa,1992,10,22,V. Citadini-Zanette; a. j. de Aguiar & J. J. Soares,1670,,Orleans,Rio Novo.,-49.2916666,-28.3594444,Habito: epífita
PreservedSpecimen,Brasil,Santa Catarina,3017,FURB,CRI,3293,Rhipsalis platycarpa,1994,3,13,Vanilde Citadini-Zanette; Robson dos Santos & Clair Maria Martinello,1906,,Orleans,Rio Novo.,-49.2988889,-28.2852777,
PreservedSpecimen,Brasil,Santa Catarina,3018,FURB,CRI,11616,Rhipsalis clavata,2010,2,2,T. J. Cadorin; B. Grosch & C.P. Lopes,1153,,Joinville,Rio Manso.,-49.14,-26.28,Floresta Ombrófila Densa Habitat: interior do fragmento Habito: epífita
PreservedSpecimen,Brasil,Santa Catarina,3019,FURB,CRI,11935,Rhipsalis elliptica,2010,4,6,A. Stival-Santos; E. Legal & S. Silveira,2370,,Angelina,Linha do Chaves.,-48.96,-27.54,Floresta Ombrófila Densa Habitat: interior do fragmento Habito: epífita
PreservedSpecimen,Brasil,Santa Catarina,3020,FURB,CRI,11228,Rhipsalis pachyptera,2010,2,2,T.J. Cadorin; B. Grosch & C.P. Lopes,1152,,Joinville,Rio Manso.,-49.14,-26.28,Floresta Ombrófila Densa Habitat: interior do fragmento Habito: epífita
PreservedSpecimen,Brasil,Santa Catarina,3021,FURB,CRI,11409,Rhipsalis pachyptera,2009,12,10,T.J. Cadorin; H.F. Uller & C.P.L. Oliveira,831,,Joinville,Serra Dona Francisca.,-49.0477777,-26.1925,Floresta Ombrófila Densa Habitat: interior do fragmento Habito: epífita
PreservedSpecimen,Brasil,Santa Catarina,3022,FURB,CRI,11472,Rhipsalis pachyptera,2009,12,10,T.J. Cadorin; H. F. Uller & C. P. L. Oliveira,938,,Joinville,Serra Dona Francisca.,-49.0477777,-26.1925,Floresta Ombrófila Densa Habitat: interior do fragmento Habito: epífita
PreservedSpecimen,Brasil,Santa Catarina,3023,FURB,CRI,11582,Rhipsalis pachyptera,2009,9,14,J.L. Schmitt; T.J. Cadorin & A.L. de Gasper,51,,Blumenau,Parque Nacional da Serra do Itajaí - Spitzkopf.,-49.1180556,-27.0069444,Floresta Ombrófila Densa
PreservedSpecimen,Brasil,,3024,FURB,CRI,11642,Rhipsalis pachyptera,2010,4,13,"M. Verdi; N.L. de Souza, G. Klemz & D.H. Klettenberg",4401,,São,SC - 431.,-49.0302778,-28.1163889,Floresta Ombrófila Densa Habitat: interior do fragmento Habito: rupícola
PreservedSpecimen,Brasil,Santa Catarina,3025,FURB,CRI,11615,Rhipsalis paradoxa,2010,3,10,"T.J. Cadorin; B. Grosch, R. Zimmermann & C.P. Lopes",1498,,Florianópolis,Parque Municipal da Lagoa do Peri.,-48.535,-27.7241667,Floresta Ombrófila Densa Habitat: interior do fragmento Habito: epífita
PreservedSpecimen,Brasil,Santa Catarina,3026,FURB,CRI,8757,Rhipsalis paradoxa,2010,9,13,Peterson T. Padilha,,,Criciúma,Pátio do CEDUP.,-49.37,-28.6780556,
PreservedSpecimen,Brasil,Santa Catarina,3027,FURB,CRI,1602,Rhipsalis platycarpa,1993,8,6,V. Citadini-Zanette; robson dos Santos & J. l. Waechter,,,Orleans,Rio Novo.,-49.2916666,-28.3594444,Habito: epífita
PreservedSpecimen,Brasil,Santa Catarina,3028,FURB,CRI,4826,Rhipsalis platycarpa,1996,6,4,R. dos Santos; C. M. Martinello,,,Orleans,Rio Novo.,-49.2880555,-28.3586111,
PreservedSpecimen,Brasil,Santa Catarina,3029,FURB,CRI,11332,Rhipsalis teres,2015,9,8,"Gabriel Waterkemper Girardi; Guilherme Alves Elias, Peterson Teodoro Padilha e Renato Colares Pereira",,,Criciúma,Parque Ecológico Municipal José Milanese.,-49.4319445,-28.69,
PreservedSpecimen,Brasil,Santa Catarina,3030,FURB,CRI,11539,Rhipsalis teres,2010,4,10,"M. Verdi; N. L. de Souza, G. Klemz e D. H. Klettenberg",4328,,São Martinho,Estrada geral São Luiz/SC-407.,-48.9583333,-28.1683334,Floresta Ombrófila Densa Habito: epífita
PreservedSpecimen,Brasil,,3031,FURB,CRI,11580,Rhipsalis teres,2010,5,10,T.J. Cadorin; S.M. Clemes & C.P.L. Oliveira,2142,,Brasil,Braço Esquerdo.,-49.2355555,-26.365,Floresta Ombrófila Densa Habitat: interior do fragmento Habito: epífita
PreservedSpecimen,Brasil,Santa Catarina,3032,FURB,CRI,11581,Rhipsalis teres,2010,5,6,T.J. Cadorin; B. Grosch & C.P. Lopes,1960,,Joinville,Serra Dona Francisca.,-49.0477777,-26.1925,Floresta Ombrófila Densa Habitat: interior do fragmento Habito: epífita
PreservedSpecimen,Brasil,Santa Catarina,3033,FURB,CRI,11643,Rhipsalis teres,2010,4,14,"M. Verdi; N.L. de Souza, G. Klemz & D.H. Klettenberg",4424,,Grão Pará,Barra do Rio do Meio.,-49.3222223,-28.17,Floresta Ombrófila Densa Habitat: interior do fragmento Habito: epífita
PreservedSpecimen,Brasil,Santa Catarina,3034,FURB,CRI,14864,Rhipsalis teres,1998,8,9,Claudio Ricken,,,Forquilhinha,,-49.4727778,-28.7480555,Com frutos. Habito: Epífita
PreservedSpecimen,Brasil,Santa Catarina,3035,FURB,CRI,8760,Rhipsalis teres,2010,3,5,Lislaine Cardoso de Oliveira; Peterson T. Padilha,,,Criciúma,Parque Ecológico Municipal José Milanese.,-49.4319445,-28.69,
PreservedSpecimen,Brasil,Santa Catarina,3036,FURB,CRI,1623,Rhipsalis trigona,1992,11,19,V. Citadini-Zanette; et al.,1668,,Orleans,Rio Novo.,-49.2916666,-28.3594444,Habito: epífita
PreservedSpecimen,Brasil,Santa Catarina,3037,FURB,CRI,3158,Rhipsalis trigona,1993,9,13,Vanilde Citadini-Zanette; Clair Maria Martinello,1774,,Orleans,Rio Novo.,-49.2916666,-28.3594444,Habitat: interior de mata atlântica secundária de encosta Habito: epífita
PreservedSpecimen,Brasil,Santa Catarina,3038,FURB,CRI,3268,Rhipsalis trigona,1993,5,28,Robson dos Santos; Aurélio José de Aguiar & Clair Maria Martinello,118,,Orleans,Rio Novo.,-49.2988889,-28.2852777,
PreservedSpecimen,Brasil,Santa Catarina,3039,FURB,CRI,11357,Lepismium cruciforme,2009,11,25,A. Korte; A. Kniess,1053,,Alfredo Wagner,Invernadinha.,-49.3319445,-27.6958333,Floresta Ombrófila Densa Habitat: beira da Estrada Habito: rupícola
PreservedSpecimen,Brasil,Santa Catarina,3040,FURB,CRI,11401,Lepismium cruciforme,2010,2,5,"J.L. Schmitt; E. Caglioni, S. Andrade & C. Cristofolini",1332,,Porto Belo,,-48.5777778,-27.1677778,Floresta Ombrófila Densa de Terras Baixas Habito: epífita
PreservedSpecimen,Brasil,Santa Catarina,3041,FURB,CRI,13706,Lepismium cruciforme,2017,11,9,Alexandre Medeiros,795,,Balneário Camboriú,Barra,-48.6377777,-27.0013889,Coleta 795 Flor rosada e branca Habitat: Terrestre Habito: Herbácea
PreservedSpecimen,Brasil,Santa Catarina,3042,FURB,CRI,14760,Lepismium cruciforme,2018,10,17,"Schwirkowski, P.",3089,,São Bento do Sul,"Rio Natal. Rio Natal. Estrada Rio Natal, em mata ciliar ao lado da ponte pênsil para Oswaldo Amaral. APA Rio Vermelho/Humboldt",-49.2766667,-26.3822223,"FOD, Esciófita, cálice branco, corola branco-rosada Habitat: Mata ciliar Habito: Epífita"
PreservedSpecimen,Brasil,Santa Catarina,3043,FURB,CRI,1647,Lepismium cruciforme,1993,3,2,"Citadini-Zanette, V.; Dario, C. E & Martinello, C. M",,,Orleans,Mata Sr. Sufinski,-49.2852777,-28.3683334,"Epífita com frutos rosa- carmim, cladodio verde e carmim Habito: epífito"
PreservedSpecimen,Brasil,Santa Catarina,3044,FURB,CRI,11218,Lepismium houlletianum,2010,4,30,"J.L. Schmitt; E. Caglioni, S. Andrade & C. Cristofolini",2135,,Jacinto Machado,Interior do Cânion Fortaleza (Tigre Preto).,-49.9452777,-29.0452777,Floresta Ombrófila Densa Habito: epífita de arbórea
PreservedSpecimen,Brasil,Santa Catarina,3045,FURB,CRI,11402,Lepismium houlletianum,2010,5,6,T.J. Cadorin; H.F. Uller & C.P.L. Oliveira,1985,,Joinville,Serra Dona Francisca.,-49.0477777,-26.1925,Floresta Ombrófila Densa Habito: epífita de arbórea
PreservedSpecimen,Brasil,Santa Catarina,3046,FURB,CRI,11936,Lepismium houlletianum,2010,5,29,T.J. Cadorin; B. Grosch & C.P. Lopes,2464,,Joinville,Rio Manso.,-49.14,-26.28,Floresta Ombrófila Densa Habitat: interior do fragmento Habito: epifítica
PreservedSpecimen,Brasil,Santa Catarina,3047,FURB,CRI,12194,Lepismium houlletianum,2010,7,6,"Cadorin, TJ; Grosch. B & Lopes, CP",2872,,Joinville,Cubatão.,-49.05,-26.1,Doação Herbário Furb ( 28453) Habito: Epífita
PreservedSpecimen,Brasil,Santa Catarina,3048,FURB,CRI,7187,Lepismium lumbricoides,2001,10,5,S. Pugues; F. Silva Filho e K. Frutstsugi,93,,São Domingos,,-52.5325,-26.5605556,
PreservedSpecimen,Brasil,Santa Catarina,3049,FURB,CRI,1317,Rhipsalis,1990,5,28,J. J. Zocche,,,Araranguá,Morro dos Conventos.,-49.4861111,-28.9352777,
PreservedSpecimen,Brasil,Mato Grosso do Sul,3050,FURB,COR,18114,Epiphyllum phyllanthus,2019,9,24,"Pinheiro, F.P.",25,,Jateí,Parque Estadual das Várzeas do Rio Ivinhema.,-53.6730556,-22.9330556,"Flor passada, fruto imaturo verde, substrato geral árvore. Habito: Erva Epífita"
PreservedSpecimen,Brasil,Bahia,3051,UFBA,ALCB,140558,Micranthocereus purpureus,2021,7,27,"Guedes, ML; Roque, N; Lucresia, L; Fonseca, GV; Alves, SMB; Vieira, CS",31982,,Seabra,"BR242,ca3 km após a entrada de Iraquara sentido Salvador-Bahia",-41.678056,-12.474444,"cilíndrico entre rochas. ca. 1-1,5m alt. Flores passadas. Cladódios em 16 costelas.; antropizado"
PreservedSpecimen,Brasil,Sergipe,3052,UFS,ASE,32174,Nopalea cochenillifera,2014,4,1,"Almeida, ES",114,,Itabaianinha,,-37.79,-11.273889,"Herbácea. Presença aquosa incolor, textura viscosa. Flores vermelhas. Coordenadas UTM: E (0631031m), N (8766064m). Número de conglomerado: 151; número da subunidade: 3; número da subparcela: 10; número da árvore: 2R."
PreservedSpecimen,Brasil,Sergipe,3053,UFS,ASE,15958,Opuntia dillenii,2010,3,9,"Conceição, GG; Melo, DS; Souza, CA; Pereira, TC; Menezes, IRN",1,,Estância,"APA Sul, Nas dunas.",-37.438056,-11.268611,Flor amarela.; Flor amarela.; Restinga.
PreservedSpecimen,Brasil,Sergipe,3054,UFS,ASE,2781,Opuntia monocantha,1982,9,17,"Gomes, E",125,,Arauá,Fazenda Thuy,-37.619444,-11.2625,Arbusto. Flores amarelas.; Arbusto. Flores amarelas.; Capoeira de mata subperenifolia
PreservedSpecimen,Brasil,Sergipe,3055,UFS,ASE,37623,Opuntia stricta,2016,4,26,"Santos, JPB; Fabricante, JR",4,,Aracaju,"Atalaia, Sítio com influência fluviomarinha",-37.045,-10.962222,Arbóreo. 5m . Flor alva amarela. Botão floral. Estrutura em palma. Estrutura com espinhos. Suculenta.&nf;; Manguezal
PreservedSpecimen,Brasil,Sergipe,3056,UFS,ASE,2200,Pereskia aculeata,1982,3,25,"Viana, G",384,,São Cristóvão,"Rita Cacete Faz. Rio Comprido, 3 km após entrada para Rita Cacete",-37.206389,-11.014722,"Trepadeira. Flores amarelas e perfumadas, folhas crassas simples e alternas. rara; Trepadeira. Flores amarelas e perfumadas, folhas crassas simples e alternas. rara; Cerrado"
PreservedSpecimen,Brasil,Sergipe,3057,UFS,ASE,295,Pereskia aculeata,1975,2,5,"Barreto, ACC",ASE295,,Simão Dias,,-37.811111,-10.738333,Subarbusto. Folhas inteiras. Caule com pequenos espinhos. Flores isoladas.; Subarbusto. Folhas inteiras. Caule com pequenos espinhos. Flores isoladas.; Caatinga
PreservedSpecimen,Brasil,Sergipe,3058,UFS,ASE,30516,Pereskia aculeata,2014,3,25,"Damasceno, SA; Déda, RM; Freire, GS; Santos, E",1,,Lagarto,"Assentamento Che Guevara, Mata do Dr. João.",-37.645278,-10.879639,"Herbácea, botões florais verdes.; Área de transição."
PreservedSpecimen,Brasil,Sergipe,3059,UFS,ASE,4249,Pereskia aculeata,1986,4,8,"Viana, G",1386,,Frei Paulo,,-37.534167,-10.549444,Trepadeira. Flores cremes.; Trepadeira. Flores cremes.; Caatinga devastada
PreservedSpecimen,Brasil,Sergipe,3060,UFS,ASE,10194,Pilosocereus catingicola salvadorensis,2007,1,13,"Prata, AP; Lemos, IC; Lemos, A; Silva, AC; Nascimento - Júnior, JE; Farias, RG",1456,,Itabaiana,Povoado Ribeira,-37.425,-10.685278,Planta herbácea.; Planta herbácea.; Vegetação ciliar.
PreservedSpecimen,Brasil,Sergipe,3061,UFS,ASE,10195,Pilosocereus catingicola salvadorensis,2007,1,13,"Prata, AP; Lemos, IC; Lemos, A; Silva, AC; Nascimento - Júnior, JE; Farias, RG",1455,,Itabaiana,Povoado Ribeira,-37.425,-10.685278,Herbácea.; Herbácea.; Vegetação ciliar.
PreservedSpecimen,Brasil,Sergipe,3062,UFS,ASE,12687,Pilosocereus catingicola salvadorensis,2008,12,18,"Nascimento - Júnior, JE; Dantas, TVP",449,,Barra dos Coqueiros,,-37.038611,-10.908889,Coleta realizada para o diagnóstico de uma área em virtude da criação de Parque Estadual.; Coleta realizada para o diagnóstico de uma área em virtude da criação de Parque Estadual.; Restinga.
PreservedSpecimen,Brasil,Sergipe,3063,UFS,ASE,14455,Pilosocereus catingicola salvadorensis,2008,8,19,"Prata, AP",1619,,Poço Redondo,Monumento Natural Grota do Angico,-37.684167,-9.805278,Herbácea.; Herbácea.; Caatinga.
PreservedSpecimen,Brasil,Sergipe,3064,UFS,ASE,15341,Pilosocereus catingicola salvadorensis,2010,2,8,"Machado, WJ; Gomes, LA; Santos, V; Jesus, JB",178,,Poço Redondo,Serra da Guia,-37.684167,-9.805278,"Planta ca. 5,50m, frutos verdes imaturos e 1 fruto maduro sem polpa.; Planta ca. 5,50m, frutos verdes imaturos e 1 fruto maduro sem polpa.; Brejo de Altitude"
PreservedSpecimen,Brasil,Sergipe,3065,UFS,ASE,16409,Pilosocereus catingicola salvadorensis,2010,5,26,"Conceição, GG; Melo, DS; Pereira, TC; Silva, LAS",32,,Gracho Cardoso,,-37.198333,-10.226944,"Fruto maduro, com polpa rosa e sementes pretas.; Fruto maduro, com polpa rosa e sementes pretas.; Caatinga."
PreservedSpecimen,Brasil,Sergipe,3066,UFS,ASE,16410,Pilosocereus catingicola salvadorensis,2010,5,26,"Conceição, GG; Melo, DS; Pereira, TC; Silva, LAS",33,,Nossa Senhora da Glória,Assentamento Adão Negro,-37.419861,-10.1035,Espinhos flexíveis. Flor azul. Fruto com polpa rosa e sementes pretas.; Espinhos flexíveis. Flor azul. Fruto com polpa rosa e sementes pretas.; Caatinga.
PreservedSpecimen,Brasil,Sergipe,3067,UFS,ASE,17645,Pilosocereus catingicola salvadorensis,2010,1,30,"Prata, AP; Machado, WJ; Silva, ACC; Marroquim, PMG; Junior, FCN; Santos, EL",2177,,Tobias Barreto,"Serra dos Macacos, Povoado Macacos.",-38.013928,-11.173486,"Pétalas amarelas, sépalas amarelo-esverdeadas, estames numerosos, estígma captado amarelo, ovário infero, presença de mucilagem, fruto vermelho, visitada por formigas.; Pétalas amarelas, sépalas amarelo-esverdeadas, estames numerosos,"
PreservedSpecimen,Brasil,Sergipe,3068,UFS,ASE,18687,Pilosocereus catingicola salvadorensis,2010,6,20,"Machado, WJ; Jesus, JB; Anadrade, VM",482,,Poço Redondo,Serra da Guia,-37.684167,-9.805278,"Arbusto, fruto imaturo (verde), polpa vermelha.; Arbusto, fruto imaturo (verde), polpa vermelha.; Brejo de Altitude"
PreservedSpecimen,Brasil,Sergipe,3069,UFS,ASE,19105,Pilosocereus catingicola salvadorensis,2010,2,8,"Carregosa, T; Santos, LAS; Nascimento - Júnior, JE; Melo, DS",58,,Itabaiana,"Parque Nacional da Serra de Itabaiana, Subida da Serra",-37.355833,-10.773056,
PreservedSpecimen,Brasil,Sergipe,3070,UFS,ASE,19296,Pilosocereus catingicola salvadorensis,2010,10,27,"Prata, AP; Conceição, GG; Oliveira, DG; Gomes, LA;",2562,,Porto da Folha,,-37.278056,-9.917222,"10 costelas, espinhos amarelos. Aréolas com pequenos tricomas; aréolas de ramos florais com pêlos brancos. Frutos com a polpa rosa. Sementes pretas.; 10 costelas, espinhos amarelos. Aréolas com pequenos tricomas; aréolas de ramos flor"
PreservedSpecimen,Brasil,Sergipe,3071,UFS,ASE,20140,Pilosocereus catingicola salvadorensis,2010,10,21,"Menezes, IRN; Nascimento - Júnior, JE",148,,Aracaju,"Bairro Aruana, Área do Tecarmo",-37.130556,-11.0925,Vegetação dunar.
PreservedSpecimen,Brasil,Sergipe,3072,UFS,ASE,23551,Pilosocereus catingicola salvadorensis,2012,1,25,"Oliveira, EVS",47,,Aracaju,"Povoado Mosqueiro, Próximo ao farol do mosqueiro.",-37.145,-11.128889,"Cerca de 2 m, pouco frequente na área.; Cerca de 2 m, pouco frequente na área.; Restinga, solo de areias brancas."
PreservedSpecimen,Brasil,Sergipe,3073,UFS,ASE,24062,Pilosocereus catingicola salvadorensis,2012,2,17,"Oliveira, EVS; Lima, JF; Silva, TC",80,,Aracaju,"Aruana, Na praia",-37.130556,-11.0925,Frequente. Frutos de cor rosa. Cerca de 3 m.; Frequente. Frutos de cor rosa. Cerca de 3 m.; Mancha de restinga. Solo arenoso.
PreservedSpecimen,Brasil,Sergipe,3074,UFS,ASE,27616,Pilosocereus catingicola salvadorensis,2013,3,23,"Prata, AP; Rocha, LP; Freire, GS; Silva, BD; Silva, ACC; Santos, PB; Melo, LMS; Santos, E",3626,,Barra dos Coqueiros,,-36.997056,-10.886917,Frutos imaturos verdes.; Restinga.
PreservedSpecimen,Brasil,Sergipe,3075,UFS,ASE,28347,Pilosocereus catingicola salvadorensis,2013,6,20,"Prata, AP; Rocha, LP; Santos, JPS; Moreno, GAC; Santos, E",3637,,Nossa Senhora da Glória,Assentamento Nossa Senhora Aparecida,-37.419861,-10.1035,Cacto colunar. 3 m de altura. Flores brancas. Antese noturna. Frutos aroxeados. 10 costelas.; Caatinga
PreservedSpecimen,Brasil,Sergipe,3076,UFS,ASE,30287,Pilosocereus catingicola salvadorensis,2014,1,22,"Oliveira, EVS",363,,Pirambu,"RPPN Fonte da Bica, Tabuleiros costeiros",-36.775833,-10.6475,Cerca de 1 m.; Restinga
PreservedSpecimen,Brasil,Sergipe,3077,UFS,ASE,30469,Pilosocereus catingicola salvadorensis,2013,2,21,"Ferreira, ES; Oliveira, EVS",205,,Pirambu,"Rebio de Santa Isabel, Fazenda Traíras",-36.779167,-10.632222,Cerca de 1 m.; Restinga
PreservedSpecimen,Brasil,Sergipe,3078,UFS,ASE,30902,Pilosocereus catingicola salvadorensis,2014,2,20,"BRAVO FILHO, E S",4,,Gararu,,-37.107417,-10.000081,Solo rochoso. Herbácea. Fruto de cor verde. Flor branca. Cladódio verde. &nf;; Caatinga
PreservedSpecimen,Brasil,Sergipe,3079,UFS,ASE,31117,Pilosocereus catingicola salvadorensis,2014,5,15,"Déda, RM; Rocha, LP; Santos, E; Santos, MH; Pereira, TC; Andre, DS; Silva, JR; Oliveira-N",318,,Nossa Senhora da Glória,Assentamento Nossa Senhora Aparecida,-37.703611,-10.179333,Herbácea. Flor.; Caatinga
PreservedSpecimen,Brasil,Sergipe,3080,UFS,ASE,34170,Pilosocereus catingicola salvadorensis,2013,1,28,"Freitas, BAL; Oliveira, DM",32,,Porto da Folha,Assentamento Sao Judas Tadeu,-37.278056,-9.917222,Caatinga
PreservedSpecimen,Brasil,Sergipe,3081,UFS,ASE,6915,Pilosocereus catingicola salvadorensis,1998,2,20,"Cruz, A; Santos, E",15,,Barra dos Coqueiros,,-37.038611,-10.908889,. presença de flores e frutos.; . presença de flores e frutos.; Restinga
PreservedSpecimen,Brasil,Sergipe,3082,UFS,ASE,6985,Pilosocereus catingicola salvadorensis,1997,4,7,"Landim, M; Santos, E",1144,,Barra dos Coqueiros,,-37.038611,-10.908889,". 5. m. presença de frutos imaturos verdes e botões, 6 lóbulos.; . 5. m. presença de frutos imaturos verdes e botões, 6 lóbulos.; restinga"
PreservedSpecimen,Brasil,Sergipe,3083,UFS,ASE,7717,Pilosocereus catingicola salvadorensis,1991,2,11,N.P.Taylor; D.C.Zappi,1616,,Nossa Senhora das Dores,"500m Sul da cidade, 110 m alt.",-37.193056,-10.491944,". Planta crescendo entre arbustos, 5 - 6 costelas.; . Planta crescendo entre arbustos, 5 - 6 costelas.; Ecótono entre agreste e caatinga, vegetação perturbada com Cereus jamacaru e Bromeliaceae"
PreservedSpecimen,Brasil,Sergipe,3084,UFS,ASE,7718,Pilosocereus catingicola salvadorensis,1991,2,11,N.P.Taylor; D.C.Zappi,1617,,Feira Nova,"2 km Noroeste da cidade, 150 m alt.",-37.313056,-10.264444,". 4 a 5. m. 6 - 9 costelas, epiderme verde-acinzentada, frutos verdes.; . 4 a 5. m. 6 - 9 costelas, epiderme verde-acinzentada, frutos verdes.; Afloramento rochoso quartzítico em vegetação perturbada (caatinga?)."
PreservedSpecimen,Brasil,Paraíba,3085,UFS,ASE,8892,Pilosocereus catingicola salvadorensis,2006,7,22,"Lemos, IC; Prata, AP; Costa, SM; M.Ibrahim; Silva, AC",49,,Cabedelo,,-34.833611,-7.028611,"Árvore. 5. m. lenhosa, 11 costelas, ramificação basal, fruto globoso verde com polpa purpúrea e sementes pretas, flor marcada por morcegos, cálice verde, corola rósea, insetos no interior da flor.; Árvore. 5. m. lenhosa, 11 costelas,"
PreservedSpecimen,Brasil,Sergipe,3086,UFS,ASE,33198,Pilosocereus gounellei,2014,7,30,"Gonçalves, FB",300,,Gararu,"Solo argiloso, raso e com afloramento rochoso. Vegetação rasteira e arbustiva em estágio de regeneração inicial.",-37.083056,-9.9675,"Arbusto, casca externa verde e interna branca e fina. Número do conglomerado: 36, Coordenadas UTM do ponto central: E(0716467m) N(8895081m), número da subunidade: 2, número da subparcela: 4, número da árvore: 02-F6."
PreservedSpecimen,Brasil,Sergipe,3087,UFS,ASE,12064,Pilosocereus gounellei gounellei,2008,4,2,"Nascimento - Júnior, JE; Melo, DS",304,,Poço Redondo,Fazenda Charco,-37.684167,-9.805278,Cacto colunar com nove costelas; frutos maturos com casca de cor verde e parte interna rosa (comestível) com pequenas sementes pretas.; Cacto colunar com nove costelas; frutos maturos com casca de cor verde e parte interna rosa (comes
PreservedSpecimen,Brasil,Sergipe,3088,UFS,ASE,18957,Pilosocereus gounellei gounellei,2010,9,21,"Machado, WJ; Carregosa, T; Melo, DS; Nascimento - Júnior, JE",888,,Canindé de São Francisco,Assentamento Santa Rita,-37.789167,-9.66,Fruto verde.; Fruto verde.; Caatinga
PreservedSpecimen,Brasil,Sergipe,3089,UFS,ASE,2973,Pilosocereus gounellei gounellei,1983,7,13,"Fonseca, MR",594,,Poço Redondo,"Fazenda Barra da Onça, á 3km de Poço",-37.684167,-9.805278,Arbusto. 1.5. m. Flores alvas.; Arbusto. 1.5. m. Flores alvas.; Caatinga hiperxerófila arbórea. Solo arenoso
PreservedSpecimen,Brasil,Sergipe,3090,UFS,ASE,5264,Pilosocereus gounellei gounellei,1992,3,14,"Fonseca, MR; Santos, E",ASE5264,,Canindé de São Francisco,Pov. Cabeça-do-negro,-37.789167,-9.66,Cactácea locunar. 1. m. Grandes espinhos e flores alvas perfumadas.; Cactácea locunar. 1. m. Grandes espinhos e flores alvas perfumadas.; Caatinga arbustivo-arbórea
PreservedSpecimen,Brasil,Sergipe,3091,UFS,ASE,894,Pilosocereus gounellei gounellei,1981,4,23,"Fonseca, MR",483,,Canindé de São Francisco,,-37.789167,-9.66,"Cactácea locunar. Com longos espinhos e pelos.; Cactácea locunar. Com longos espinhos e pelos.; Caatinga hiperxerófila, sobre afloramento rochoso"
PreservedSpecimen,Brasil,Sergipe,3092,UFS,ASE,8972,Pilosocereus gounellei gounellei,2006,7,8,"Prata, AP; Costa, SM; Silva, E; M.Ibrahim",1221,,Canindé de São Francisco,Cachoeira da Guanabara,-37.789167,-9.66,. Flores alvas.; . Flores alvas.; Caatinga
PreservedSpecimen,Brasil,Sergipe,3093,UFS,ASE,30903,Pilosocereus pachycladus,2014,2,20,"BRAVO FILHO, E S",2,,Gararu,,-37.107417,-10.000108,Solo arenoso seco. Herbácea. Fruto de cor verde. Flor branca. Cladódio verde&nf;; Caatinga
PreservedSpecimen,Brasil,Sergipe,3094,UFS,ASE,30977,Pilosocereus pachycladus,2014,2,20,"BRAVO FILHO, E S",3,,Pacatuba,,-36.631533,-10.455019,Herbácea. Fruto de cor verde. Flor Branca. Cladódio verde .&nf;; Caatinga
PreservedSpecimen,Brasil,Bahia,3095,UFS,ASE,3976,Pilosocereus pentaedrophorus,1984,12,1,"Viana, G",1070,,Paulo Afonso,,-38.363056,-9.683611,Caatinga.
PreservedSpecimen,Brasil,Sergipe,3096,UFS,ASE,20425,Pilosocereus pentaedrophorus pentaedrophorus,2011,1,26,"Ferreira, EVR",239,,Poço Verde,,-38.183333,-10.708333,
PreservedSpecimen,Brasil,Sergipe,3097,UFS,ASE,21857,Pilosocereus pentaedrophorus pentaedrophorus,2011,3,11,"Carregosa, T; Nascimento - Júnior, JE; Campos, DA; Matos, GMA; Santos, LRO",156,,Simão Dias,Fazenda Mercador,-37.811111,-10.738333,Arbusto. Frutos escuros.; Arbusto. Frutos escuros.; Caatinga hipoxerófila.
PreservedSpecimen,Brasil,Sergipe,3098,UFS,ASE,23472,Pilosocereus pentaedrophorus pentaedrophorus,2012,1,25,"Prata, AP; Matos, GMA; Carregosa, T",2860,,Simão Dias,Faz. Mercador,-37.811111,-10.738333,Botões florais com flores alvas. fruto azulado.; Botões florais com flores alvas. fruto azulado.
PreservedSpecimen,Brasil,Sergipe,3099,UFS,ASE,2384,Pilosocereus pentaedrophorus pentaedrophorus,1982,5,13,"Almeida, MN de",80,,Nossa Senhora da Glória,Faz. Olhos d'Água,-37.419861,-10.1035,". Planta áfila, caule com 5 ângulos, flores alvas.; Planta áfila, caule com 5 ângulos, flores alvas.; Mata de caatinga, hipoxerófila"
PreservedSpecimen,Brasil,Sergipe,3100,UFS,ASE,3524,Pilosocereus pentaedrophorus pentaedrophorus,1985,4,16,"Viana, G",1139,,Frei Paulo,Fazenda Serras Pretas,-37.534167,-10.534167,"Planta arborescente, caule dividido em 6 secções com flores alvas.; Planta arborescente, caule dividido em 6 secções com flores alvas.; Mata de caatinga hipoxerófila."
PreservedSpecimen,Brasil,Sergipe,3101,UFS,ASE,7719,Pilosocereus pentaedrophorus pentaedrophorus,1991,2,14,N.P.Taylor; D.C.Zappi,1633,,Lagarto,"500 m S do Rio Vaza-Barris, na rod. BR 101, 150 m alt.",-37.65,-10.918056,". Plantas eretas ou inclinadas, costelas 4-5, epiderme, azul-glaucenscente. Frutos verde-ama.; . Plantas eretas ou inclinadas, costelas 4-5, epiderme, azul-glaucenscente. Frutos verde-ama.; Agreste, com P. catingicola ssp."
